sales_id,date,store_id,product_id,customer_id,quantity,unit_price,discount,total_price
4176,2024-11-04,1,156,853,5,344.33,0.1,1549.48
4177,2025-02-10,6,88,391,1,221.75,0.1,199.58
4178,2025-03-04,18,63,277,4,146.87,0,587.48
4179,2025-06-03,5,120,360,3,85.14,0.1,229.88
4180,2023-08-30,18,44,27,4,440.85,0,1763.4
4181,2025-01-09,15,80,788,2,403.71,0.15,686.31
4182,2025-05-20,14,28,316,5,179.16,0.1,806.22
4183,2024-10-10,4,92,572,4,184.75,0.05,702.05
4184,2024-09-19,6,19,228,2,382.41,0,764.82
4185,2024-11-19,12,106,925,2,448.21,0.05,851.6
4186,2023-07-29,7,45,539,3,93.87,0,281.61
4187,2024-12-05,14,132,288,2,314.61,0,629.22
4188,2025-05-21,13,104,25,4,141.26,0.15,480.28
4189,2024-07-28,11,78,757,3,138.76,0.1,374.65
4190,2024-07-30,12,16,396,5,95.49,0,477.45
4191,2024-11-22,7,54,701,2,377.75,0.05,717.73
4192,2025-02-06,17,176,798,5,140.84,0.15,598.57
4193,2024-02-24,5,58,237,1,356.71,0.15,303.2
4194,2023-11-27,18,57,940,2,408.62,0,817.24
4195,2025-05-14,4,114,683,2,163.26,0.15,277.54
4196,2024-05-27,19,169,266,1,487.7,0.15,414.54
4197,2023-07-01,14,39,857,2,420.7,0.1,757.26
4198,2023-11-06,19,80,985,2,403.71,0,807.42
4199,2025-01-28,7,36,444,2,470.68,0,941.36
4200,2025-02-10,4,37,196,3,55.16,0,165.48
4201,2025-05-08,6,188,630,3,351.08,0.05,1000.58
4202,2024-02-07,5,30,24,5,426.81,0.1,1920.65
4203,2024-07-08,1,95,469,3,251.34,0.1,678.62
4204,2024-02-14,1,195,952,3,138.8,0.05,395.58
4205,2023-10-10,16,170,454,4,484.57,0,1938.28
4206,2024-10-31,19,20,415,5,462.35,0.1,2080.58
4207,2023-10-18,8,53,977,3,448.48,0.15,1143.62
4208,2024-09-05,2,99,112,1,145.92,0.1,131.33
4209,2024-09-11,5,17,442,4,356.31,0.1,1282.72
4210,2025-01-07,4,190,227,3,311.88,0,935.64
4211,2023-08-02,2,56,248,4,19.01,0.1,68.44
4212,2025-02-12,19,180,547,4,147.19,0.15,500.45
4213,2025-06-14,11,171,136,5,328.0,0.15,1394.0
4214,2024-08-09,12,8,430,5,204.5,0.1,920.25
4215,2023-11-13,8,178,200,5,400.14,0.15,1700.59
4216,2024-06-11,7,115,149,4,55.12,0,220.48
4217,2024-05-15,11,45,602,5,93.87,0.05,445.88
4218,2025-01-07,3,102,700,2,159.28,0.05,302.63
4219,2024-10-09,17,14,640,1,276.66,0.1,248.99
4220,2023-08-17,9,104,910,4,141.26,0,565.04
4221,2023-08-28,14,36,78,3,470.68,0.05,1341.44
4222,2023-08-06,4,29,783,3,81.66,0,244.98
4223,2024-06-12,4,188,22,4,351.08,0.05,1334.1
4224,2024-02-29,15,175,228,2,67.51,0.15,114.77
4225,2024-12-21,17,78,176,5,138.76,0.05,659.11
4226,2024-07-25,19,86,671,3,250.11,0.05,712.81
4227,2025-05-17,19,67,502,1,188.62,0.1,169.76
4228,2025-02-24,2,200,537,4,206.58,0.1,743.69
4229,2024-07-09,8,199,867,4,289.74,0.05,1101.01
4230,2023-07-16,17,60,825,2,487.04,0,974.08
4231,2023-07-16,11,12,369,3,240.49,0.1,649.32
4232,2024-10-06,3,200,878,4,206.58,0.05,785.0
4233,2024-01-01,2,82,914,3,176.45,0.15,449.95
4234,2024-09-17,14,105,123,2,361.73,0.15,614.94
4235,2025-05-30,19,11,40,1,239.7,0.1,215.73
4236,2024-10-09,9,137,808,4,215.97,0,863.88
4237,2024-11-18,16,37,361,5,55.16,0,275.8
4238,2024-03-05,9,151,844,5,299.38,0.05,1422.06
4239,2023-10-11,5,8,105,4,204.5,0,818.0
4240,2024-06-29,15,19,738,3,382.41,0.1,1032.51
4241,2025-02-06,12,184,593,2,116.37,0.15,197.83
4242,2025-02-23,20,146,793,2,309.57,0.15,526.27
4243,2025-02-11,12,154,843,5,287.64,0,1438.2
4244,2025-06-04,18,98,682,2,391.58,0.15,665.69
4245,2024-10-25,20,179,138,3,189.16,0.05,539.11
4246,2024-10-05,13,94,576,1,49.48,0,49.48
4247,2024-03-17,8,120,809,4,85.14,0.15,289.48
4248,2024-01-20,15,107,785,1,168.54,0.1,151.69
4249,2024-02-21,2,14,795,1,276.66,0.15,235.16
4250,2025-02-27,18,25,576,5,185.61,0.05,881.65
4251,2025-05-08,13,160,180,2,288.5,0.15,490.45
4252,2025-02-21,19,162,840,2,74.64,0.1,134.35
4253,2024-10-08,10,92,957,5,184.75,0.15,785.19
4254,2024-04-22,16,82,109,2,176.45,0.15,299.96
4255,2025-04-03,5,199,452,3,289.74,0.15,738.84
4256,2025-04-25,20,25,707,2,185.61,0.1,334.1
4257,2024-03-11,10,20,154,2,462.35,0.1,832.23
4258,2024-04-09,20,84,255,4,178.66,0.05,678.91
4259,2023-07-19,7,153,251,5,178.79,0.1,804.55
4260,2024-08-12,1,25,677,1,185.61,0.1,167.05
4261,2024-01-22,6,9,303,4,200.4,0,801.6
4262,2025-01-04,11,43,654,5,400.64,0.15,1702.72
4263,2025-01-18,4,129,206,4,356.99,0.1,1285.16
4264,2024-10-07,9,77,983,4,373.36,0,1493.44
4265,2023-06-26,18,3,423,3,214.79,0.05,612.15
4266,2023-11-11,7,163,724,5,432.02,0.15,1836.08
4267,2025-04-01,3,5,230,3,153.29,0.15,390.89
4268,2024-11-11,16,45,802,1,93.87,0,93.87
4269,2025-01-27,19,150,124,3,435.47,0.15,1110.45
4270,2024-05-07,5,128,768,3,232.73,0,698.19
4271,2024-02-04,20,114,73,5,163.26,0,816.3
4272,2024-05-09,7,199,968,4,289.74,0.15,985.12
4273,2024-06-21,17,5,589,4,153.29,0.05,582.5
4274,2025-06-20,18,78,286,3,138.76,0.15,353.84
4275,2024-12-29,16,62,145,2,178.11,0.15,302.79
4276,2023-09-03,10,139,965,3,243.05,0.05,692.69
4277,2024-11-22,20,27,656,5,330.89,0.1,1489.0
4278,2025-06-16,14,143,405,4,12.41,0,49.64
4279,2024-10-25,1,184,40,3,116.37,0.05,331.65
4280,2023-07-06,17,25,190,1,185.61,0,185.61
4281,2025-01-04,3,189,19,5,66.66,0.15,283.3
4282,2024-09-05,12,22,185,2,325.35,0.15,553.1
4283,2025-04-30,8,176,352,5,140.84,0.15,598.57
4284,2023-11-11,8,143,395,3,12.41,0.05,35.37
4285,2023-06-30,8,128,601,2,232.73,0.15,395.64
4286,2023-12-28,11,144,27,4,275.3,0.05,1046.14
4287,2023-11-19,16,191,405,1,212.28,0.05,201.67
4288,2023-11-21,4,98,649,5,391.58,0.1,1762.11
4289,2024-10-29,3,31,988,1,438.85,0.15,373.02
4290,2024-09-22,13,179,447,1,189.16,0.1,170.24
4291,2023-11-09,19,135,658,5,197.11,0.15,837.72
4292,2023-08-23,12,184,888,1,116.37,0.15,98.91
4293,2024-09-01,2,8,48,1,204.5,0.1,184.05
4294,2024-08-21,16,43,956,2,400.64,0.1,721.15
4295,2023-12-08,2,94,678,2,49.48,0,98.96
4296,2023-12-13,18,131,236,1,333.81,0.1,300.43
4297,2024-11-25,20,164,626,3,195.94,0,587.82
4298,2023-10-30,1,3,524,4,214.79,0.05,816.2
4299,2025-05-08,13,1,705,3,137.79,0.05,392.7
4300,2024-10-29,20,31,442,2,438.85,0.1,789.93
4301,2024-11-07,18,48,551,1,200.89,0.1,180.8
4302,2024-03-20,16,151,862,2,299.38,0,598.76
4303,2025-04-30,8,49,301,3,52.9,0.15,134.89
4304,2024-05-11,1,71,635,5,353.51,0.05,1679.17
4305,2024-06-09,11,30,83,4,426.81,0.15,1451.15
4306,2023-11-12,8,31,639,2,438.85,0.05,833.82
4307,2024-08-14,8,44,150,5,440.85,0.15,1873.61
4308,2023-07-12,8,85,232,4,124.6,0,498.4
4309,2024-11-13,19,156,88,4,344.33,0.1,1239.59
4310,2024-08-14,4,143,214,4,12.41,0.05,47.16
4311,2025-02-18,20,13,838,5,171.52,0.1,771.84
4312,2024-01-22,19,100,513,4,231.03,0,924.12
4313,2025-01-06,3,154,959,5,287.64,0.05,1366.29
4314,2024-02-29,4,23,930,5,325.25,0.15,1382.31
4315,2023-07-16,15,171,94,1,328.0,0.05,311.6
4316,2023-10-13,20,43,84,1,400.64,0.05,380.61
4317,2023-11-27,16,48,400,2,200.89,0.1,361.6
4318,2023-07-12,17,118,630,3,155.02,0.15,395.3
4319,2024-07-03,5,157,937,5,117.17,0.1,527.26
4320,2024-06-13,11,153,119,1,178.79,0.15,151.97
4321,2023-10-17,3,142,787,4,135.44,0.15,460.5
4322,2024-04-20,8,135,207,3,197.11,0.1,532.2
4323,2024-06-01,16,96,489,2,108.38,0.1,195.08
4324,2024-04-29,10,135,436,5,197.11,0.05,936.27
4325,2025-02-25,17,4,597,4,323.22,0.05,1228.24
4326,2024-02-05,4,104,947,1,141.26,0.1,127.13
4327,2024-03-16,15,78,537,3,138.76,0,416.28
4328,2024-04-14,5,188,106,2,351.08,0.05,667.05
4329,2025-03-27,19,45,464,3,93.87,0.05,267.53
4330,2025-03-20,18,111,925,5,214.88,0.15,913.24
4331,2024-10-19,2,18,918,2,101.58,0.15,172.69
4332,2023-11-15,9,36,272,2,470.68,0,941.36
4333,2023-09-01,3,102,287,1,159.28,0,159.28
4334,2023-09-15,7,102,558,5,159.28,0.1,716.76
4335,2024-02-02,9,51,702,4,452.52,0.05,1719.58
4336,2025-01-11,14,105,952,1,361.73,0,361.73
4337,2024-01-17,12,39,52,2,420.7,0,841.4
4338,2024-11-13,17,12,804,1,240.49,0.05,228.47
4339,2024-05-21,3,172,889,5,322.56,0,1612.8
4340,2024-08-11,1,166,158,1,62.74,0,62.74
4341,2025-01-21,9,140,259,3,105.09,0,315.27
4342,2025-02-13,13,40,986,5,273.23,0.05,1297.84
4343,2024-01-24,18,16,207,3,95.49,0,286.47
4344,2024-03-10,16,124,548,3,285.76,0.05,814.42
4345,2025-06-21,3,21,534,2,388.26,0.1,698.87
4346,2024-09-06,12,99,472,3,145.92,0.05,415.87
4347,2025-03-26,11,128,750,2,232.73,0.1,418.91
4348,2025-04-15,6,39,222,5,420.7,0.1,1893.15
4349,2024-09-20,10,76,252,2,333.34,0.15,566.68
4350,2024-10-03,9,68,365,4,485.01,0.05,1843.04
4351,2025-03-23,13,88,373,5,221.75,0.15,942.44
4352,2025-03-24,20,150,134,2,435.47,0,870.94
4353,2025-04-13,11,186,832,4,101.66,0,406.64
4354,2024-11-23,20,20,614,2,462.35,0.05,878.47
4355,2025-04-10,19,65,537,2,445.56,0.1,802.01
4356,2025-03-24,17,143,456,2,12.41,0.1,22.34
4357,2023-11-30,16,157,203,3,117.17,0,351.51
4358,2025-05-01,18,89,39,4,423.61,0,1694.44
4359,2023-07-11,15,111,647,2,214.88,0.05,408.27
4360,2024-06-01,15,141,529,1,431.62,0.15,366.88
4361,2023-12-09,2,20,541,3,462.35,0.1,1248.35
4362,2024-01-26,1,40,792,1,273.23,0,273.23
4363,2023-07-22,15,19,318,4,382.41,0,1529.64
4364,2025-03-12,2,114,750,5,163.26,0.15,693.85
4365,2024-04-16,19,188,822,1,351.08,0.1,315.97
4366,2023-11-03,8,69,21,1,473.18,0.1,425.86
4367,2024-03-05,19,153,378,1,178.79,0.15,151.97
4368,2024-09-28,7,192,523,4,465.39,0.15,1582.33
4369,2024-07-30,14,135,970,4,197.11,0.1,709.6
4370,2024-04-13,5,180,90,4,147.19,0.1,529.88
4371,2024-02-05,17,50,448,3,453.05,0.05,1291.19
4372,2024-06-14,4,113,862,4,194.47,0,777.88
4373,2024-08-17,6,13,566,2,171.52,0,343.04
4374,2023-10-09,6,124,922,3,285.76,0,857.28
4375,2023-11-28,2,167,410,4,298.65,0,1194.6
4376,2023-09-27,16,164,842,5,195.94,0.05,930.72
4377,2024-01-31,10,35,713,1,131.83,0.15,112.06
4378,2023-09-26,1,138,555,2,122.8,0,245.6
4379,2024-03-24,1,197,791,1,192.67,0,192.67
4380,2025-04-23,14,118,527,2,155.02,0.05,294.54
4381,2024-09-11,18,126,368,1,494.59,0.1,445.13
4382,2024-07-14,2,23,459,4,325.25,0,1301.0
4383,2024-05-04,15,94,955,1,49.48,0.15,42.06
4384,2025-02-08,16,166,71,4,62.74,0.1,225.86
4385,2023-10-04,14,171,259,4,328.0,0,1312.0
4386,2024-02-09,13,44,825,4,440.85,0.15,1498.89
4387,2024-10-05,19,79,738,2,118.16,0.1,212.69
4388,2024-10-18,6,70,321,4,45.21,0.1,162.76
4389,2024-10-09,20,78,335,3,138.76,0.15,353.84
4390,2023-12-18,9,34,486,5,86.5,0.15,367.62
4391,2025-04-05,1,82,75,5,176.45,0,882.25
4392,2025-05-07,18,31,721,2,438.85,0.1,789.93
4393,2025-05-21,9,88,481,4,221.75,0.05,842.65
4394,2024-03-08,20,19,251,2,382.41,0.15,650.1
4395,2023-12-10,2,184,144,2,116.37,0,232.74
4396,2024-03-10,4,193,803,5,163.48,0.1,735.66
4397,2024-06-09,7,172,605,4,322.56,0.1,1161.22
4398,2024-10-23,12,71,779,1,353.51,0,353.51
4399,2024-04-24,13,38,90,4,368.65,0.15,1253.41
4400,2023-11-10,20,126,700,1,494.59,0.1,445.13
4401,2024-02-23,8,186,916,3,101.66,0.05,289.73
4402,2024-08-23,4,49,14,4,52.9,0,211.6
4403,2025-03-14,1,147,700,1,107.22,0,107.22
4404,2025-04-04,14,163,402,2,432.02,0.15,734.43
4405,2024-02-14,9,98,860,4,391.58,0.1,1409.69
4406,2025-02-05,3,82,479,5,176.45,0.15,749.91
4407,2025-05-20,13,174,406,1,18.78,0,18.78
4408,2024-12-28,10,14,574,5,276.66,0.05,1314.14
4409,2025-04-05,7,117,754,1,468.93,0.05,445.48
4410,2023-09-18,1,128,756,4,232.73,0,930.92
4411,2023-10-20,7,189,685,5,66.66,0,333.3
4412,2023-10-16,8,84,46,5,178.66,0.05,848.63
4413,2024-07-20,2,4,671,2,323.22,0.05,614.12
4414,2024-02-16,5,29,659,3,81.66,0.05,232.73
4415,2024-01-10,4,160,989,3,288.5,0.1,778.95
4416,2023-08-15,3,46,502,2,116.68,0,233.36
4417,2024-12-23,18,30,517,2,426.81,0,853.62
4418,2025-03-19,9,85,490,1,124.6,0.15,105.91
4419,2023-10-18,8,56,92,4,19.01,0.1,68.44
4420,2024-05-30,15,186,119,1,101.66,0.15,86.41
4421,2023-09-21,1,160,859,3,288.5,0,865.5
4422,2024-02-12,15,97,381,2,173.52,0.15,294.98
4423,2024-04-06,4,183,962,3,484.28,0,1452.84
4424,2024-12-13,8,90,382,4,404.45,0,1617.8
4425,2024-09-17,15,76,87,5,333.34,0,1666.7
4426,2024-10-27,1,20,57,1,462.35,0.1,416.12
4427,2024-01-13,14,40,690,3,273.23,0.1,737.72
4428,2024-03-13,9,196,236,5,394.27,0,1971.35
4429,2023-11-16,11,85,643,1,124.6,0.15,105.91
4430,2024-01-12,5,5,685,3,153.29,0,459.87
4431,2023-11-26,13,90,189,3,404.45,0.15,1031.35
4432,2023-07-09,6,55,171,4,71.43,0.1,257.15
4433,2024-08-14,9,134,584,4,249.91,0,999.64
4434,2024-03-11,1,5,583,5,153.29,0.15,651.48
4435,2024-11-23,6,110,275,4,56.18,0.05,213.48
4436,2024-07-31,12,167,169,2,298.65,0.05,567.43
4437,2023-11-14,17,156,472,2,344.33,0,688.66
4438,2024-03-10,5,44,964,5,440.85,0.05,2094.04
4439,2023-11-28,18,56,332,1,19.01,0.15,16.16
4440,2024-02-25,11,98,618,4,391.58,0.1,1409.69
4441,2024-12-20,14,160,61,5,288.5,0.05,1370.38
4442,2024-01-12,5,185,803,1,401.44,0.05,381.37
4443,2024-11-19,18,62,235,2,178.11,0.1,320.6
4444,2024-08-10,12,110,364,3,56.18,0,168.54
4445,2025-02-03,17,116,26,5,410.1,0,2050.5
4446,2025-01-30,1,80,174,3,403.71,0,1211.13
4447,2025-05-08,9,138,116,3,122.8,0.1,331.56
4448,2025-02-23,14,69,925,4,473.18,0.1,1703.45
4449,2025-01-20,12,132,583,3,314.61,0.05,896.64
4450,2023-08-05,16,145,854,5,289.36,0.05,1374.46
4451,2024-08-19,6,4,519,1,323.22,0,323.22
4452,2025-01-13,1,180,229,4,147.19,0.05,559.32
4453,2024-06-30,13,174,740,5,18.78,0,93.9
4454,2024-06-02,10,127,32,5,53.32,0.1,239.94
4455,2024-01-08,19,160,894,2,288.5,0.05,548.15
4456,2023-08-24,12,42,55,5,255.34,0,1276.7
4457,2023-06-24,16,37,553,5,55.16,0.05,262.01
4458,2023-07-26,1,23,652,4,325.25,0.05,1235.95
4459,2024-07-30,20,153,602,2,178.79,0.1,321.82
4460,2024-04-06,19,101,406,1,29.55,0.15,25.12
4461,2024-06-16,1,86,180,3,250.11,0.1,675.3
4462,2025-04-26,17,68,886,3,485.01,0.15,1236.78
4463,2024-01-01,15,56,188,3,19.01,0.05,54.18
4464,2024-04-30,15,146,60,1,309.57,0,309.57
4465,2025-01-29,2,50,614,1,453.05,0,453.05
4466,2024-01-19,6,105,916,5,361.73,0.15,1537.35
4467,2025-06-23,8,70,44,3,45.21,0.15,115.29
4468,2025-04-10,10,109,602,1,38.36,0,38.36
4469,2024-11-12,1,171,516,5,328.0,0.05,1558.0
4470,2024-02-29,2,7,881,1,93.61,0.05,88.93
4471,2023-11-22,10,32,151,1,129.73,0,129.73
4472,2025-01-29,7,48,280,2,200.89,0.15,341.51
4473,2024-10-06,6,107,444,5,168.54,0.05,800.56
4474,2024-12-29,14,36,28,2,470.68,0.1,847.22
4475,2023-12-02,2,136,320,4,19.05,0,76.2
4476,2024-06-03,12,9,374,2,200.4,0.05,380.76
4477,2023-10-13,10,150,37,3,435.47,0.05,1241.09
4478,2024-09-13,12,151,889,5,299.38,0.15,1272.37
4479,2025-05-07,1,118,894,2,155.02,0.15,263.53
4480,2023-10-27,20,98,618,1,391.58,0,391.58
4481,2024-04-26,17,147,157,1,107.22,0.05,101.86
4482,2024-01-05,15,21,197,4,388.26,0.05,1475.39
4483,2024-07-23,7,196,903,5,394.27,0.1,1774.21
4484,2023-08-29,7,184,672,3,116.37,0.15,296.74
4485,2023-08-02,15,148,330,2,57.37,0.05,109.0
4486,2024-04-03,2,25,42,4,185.61,0.15,631.07
4487,2024-12-16,5,110,540,3,56.18,0.05,160.11
4488,2024-12-08,4,45,777,3,93.87,0.15,239.37
4489,2024-08-25,11,60,561,2,487.04,0.15,827.97
4490,2025-01-19,4,190,444,3,311.88,0.1,842.08
4491,2023-11-03,10,180,999,5,147.19,0.05,699.15
4492,2023-11-12,6,117,945,3,468.93,0.05,1336.45
4493,2025-03-30,20,162,206,4,74.64,0.05,283.63
4494,2024-06-06,14,46,510,4,116.68,0,466.72
4495,2024-12-16,12,174,413,4,18.78,0,75.12
4496,2024-03-15,9,158,696,3,64.52,0.05,183.88
4497,2025-01-07,10,94,966,2,49.48,0.15,84.12
4498,2024-06-07,13,9,503,4,200.4,0.15,681.36
4499,2025-03-29,2,67,477,1,188.62,0,188.62
4500,2024-08-30,3,146,857,3,309.57,0.15,789.4
4501,2024-09-19,10,136,885,5,19.05,0.05,90.49
4502,2023-07-01,9,184,752,3,116.37,0,349.11
4503,2024-11-07,20,121,516,4,166.94,0.1,600.98
4504,2025-04-06,14,29,252,4,81.66,0.05,310.31
4505,2024-06-15,4,118,134,1,155.02,0,155.02
4506,2024-04-19,15,79,639,1,118.16,0.05,112.25
4507,2024-04-22,4,140,348,3,105.09,0,315.27
4508,2024-05-01,4,95,195,5,251.34,0.1,1131.03
4509,2023-08-12,11,44,40,4,440.85,0.15,1498.89
4510,2023-07-26,20,74,972,1,99.16,0.1,89.24
4511,2024-05-25,3,73,342,5,494.92,0,2474.6
4512,2023-11-02,16,176,219,1,140.84,0.05,133.8
4513,2025-04-02,17,194,163,1,97.18,0.1,87.46
4514,2024-12-04,4,63,391,3,146.87,0.15,374.52
4515,2024-08-09,8,82,307,5,176.45,0.1,794.02
4516,2024-09-16,12,103,753,3,127.05,0.15,323.98
4517,2023-12-29,6,152,924,4,212.66,0.15,723.04
4518,2024-07-05,17,99,231,4,145.92,0.15,496.13
4519,2024-08-16,16,65,548,2,445.56,0.15,757.45
4520,2024-01-21,14,34,240,1,86.5,0.1,77.85
4521,2023-10-04,2,123,977,3,189.74,0,569.22
4522,2024-04-30,10,166,586,4,62.74,0.1,225.86
4523,2024-01-25,20,42,598,2,255.34,0.15,434.08
4524,2024-08-02,4,23,1000,1,325.25,0.1,292.73
4525,2023-12-07,19,64,354,1,266.38,0.15,226.42
4526,2025-06-17,15,102,387,1,159.28,0,159.28
4527,2024-05-30,1,1,671,1,137.79,0.15,117.12
4528,2024-04-10,2,169,381,1,487.7,0.15,414.54
4529,2025-05-15,3,61,864,1,215.1,0,215.1
4530,2025-02-10,13,88,36,1,221.75,0.05,210.66
4531,2023-10-12,19,77,133,2,373.36,0,746.72
4532,2023-12-28,3,99,230,4,145.92,0,583.68
4533,2024-04-05,8,190,550,4,311.88,0,1247.52
4534,2023-07-07,5,101,42,4,29.55,0.05,112.29
4535,2024-01-03,18,88,214,1,221.75,0,221.75
4536,2023-09-21,8,191,463,4,212.28,0.05,806.66
4537,2023-07-04,10,27,31,4,330.89,0,1323.56
4538,2025-02-03,10,125,163,1,483.29,0.05,459.13
4539,2024-03-29,14,28,92,5,179.16,0.05,851.01
4540,2024-09-10,1,87,380,1,286.74,0.1,258.07
4541,2024-05-02,10,5,365,5,153.29,0.1,689.8
4542,2023-10-05,9,121,918,3,166.94,0,500.82
4543,2025-03-18,14,188,984,3,351.08,0,1053.24
4544,2024-04-02,18,54,302,3,377.75,0.15,963.26
4545,2024-11-09,4,20,139,2,462.35,0.15,786.0
4546,2024-07-05,4,83,650,1,203.91,0.1,183.52
4547,2025-04-23,13,80,586,5,403.71,0,2018.55
4548,2024-08-01,6,148,805,2,57.37,0.05,109.0
4549,2025-03-10,9,197,955,3,192.67,0.15,491.31
4550,2023-12-18,2,94,4,1,49.48,0.1,44.53
4551,2024-10-06,19,197,701,3,192.67,0.15,491.31
4552,2023-12-12,19,200,940,4,206.58,0.05,785.0
4553,2024-08-15,6,95,890,3,251.34,0.15,640.92
4554,2025-06-05,2,173,692,3,483.66,0,1450.98
4555,2025-04-17,6,25,521,1,185.61,0.15,157.77
4556,2024-07-24,13,143,719,5,12.41,0.1,55.84
4557,2024-09-06,19,115,698,5,55.12,0.1,248.04
4558,2023-12-17,8,43,167,5,400.64,0,2003.2
4559,2024-12-24,14,70,630,1,45.21,0.15,38.43
4560,2025-02-04,14,172,178,3,322.56,0.1,870.91
4561,2024-12-21,9,171,873,2,328.0,0.15,557.6
4562,2024-12-10,8,23,207,4,325.25,0.15,1105.85
4563,2025-02-18,16,150,962,4,435.47,0.1,1567.69
4564,2024-07-21,15,119,67,5,324.08,0.1,1458.36
4565,2023-12-10,1,143,100,5,12.41,0,62.05
4566,2023-09-23,9,142,490,2,135.44,0,270.88
4567,2025-05-23,19,127,357,2,53.32,0.05,101.31
4568,2024-01-23,18,149,108,2,320.59,0,641.18
4569,2023-12-16,11,141,11,4,431.62,0.1,1553.83
4570,2023-09-28,18,137,912,3,215.97,0.15,550.72
4571,2023-09-09,13,44,78,3,440.85,0.15,1124.17
4572,2024-08-31,8,147,360,1,107.22,0.05,101.86
4573,2023-07-17,15,103,649,3,127.05,0.05,362.09
4574,2024-02-11,18,55,251,3,71.43,0.05,203.58
4575,2025-04-15,13,117,374,5,468.93,0.1,2110.18
4576,2024-04-28,16,155,911,2,412.28,0.05,783.33
4577,2023-09-18,6,186,568,4,101.66,0.05,386.31
4578,2024-06-10,20,48,745,5,200.89,0.1,904.0
4579,2023-08-31,17,186,751,4,101.66,0.05,386.31
4580,2025-06-09,18,138,54,5,122.8,0,614.0
4581,2024-11-15,12,59,132,4,297.46,0,1189.84
4582,2025-05-26,18,99,859,3,145.92,0.05,415.87
4583,2024-01-15,1,158,292,1,64.52,0.05,61.29
4584,2023-12-30,14,39,572,1,420.7,0,420.7
4585,2025-04-07,7,197,395,5,192.67,0.15,818.85
4586,2023-08-28,1,70,700,4,45.21,0,180.84
4587,2024-05-13,5,154,512,4,287.64,0,1150.56
4588,2023-09-10,13,98,404,4,391.58,0.15,1331.37
4589,2025-02-21,8,95,47,2,251.34,0,502.68
4590,2023-11-04,17,128,786,4,232.73,0,930.92
4591,2024-01-05,20,109,741,2,38.36,0.15,65.21
4592,2024-06-29,17,71,157,3,353.51,0,1060.53
4593,2024-06-17,2,2,876,2,378.38,0.05,718.92
4594,2025-02-20,9,24,968,5,62.2,0.05,295.45
4595,2024-04-04,19,8,986,3,204.5,0.1,552.15
4596,2023-07-01,18,193,393,4,163.48,0.1,588.53
4597,2024-10-27,2,189,894,2,66.66,0.15,113.32
4598,2025-05-08,20,139,995,2,243.05,0,486.1
4599,2024-01-31,11,70,94,2,45.21,0.1,81.38
4600,2024-08-19,8,165,406,1,17.55,0.05,16.67
4601,2024-03-21,8,11,847,1,239.7,0,239.7
4602,2024-12-13,19,41,953,4,25.89,0,103.56
4603,2024-06-29,8,46,169,4,116.68,0.05,443.38
4604,2023-11-24,7,22,842,4,325.35,0,1301.4
4605,2024-02-12,10,86,704,2,250.11,0.15,425.19
4606,2024-03-03,20,6,320,4,109.65,0,438.6
4607,2024-10-26,2,145,669,5,289.36,0.15,1229.78
4608,2023-08-18,17,170,351,1,484.57,0.15,411.88
4609,2024-04-06,7,24,327,3,62.2,0.05,177.27
4610,2025-02-23,2,151,4,3,299.38,0.05,853.23
4611,2023-10-03,11,31,543,3,438.85,0.1,1184.9
4612,2023-10-17,11,43,5,1,400.64,0.15,340.54
4613,2023-12-23,5,192,556,4,465.39,0.1,1675.4
4614,2023-09-15,5,103,130,1,127.05,0,127.05
4615,2024-01-10,6,86,117,3,250.11,0.1,675.3
4616,2024-01-15,20,116,623,2,410.1,0.05,779.19
4617,2023-07-07,14,1,234,4,137.79,0.15,468.49
4618,2025-04-21,14,54,461,5,377.75,0.15,1605.44
4619,2025-03-12,10,66,688,1,49.8,0.1,44.82
4620,2024-11-11,19,93,2,5,65.24,0,326.2
4621,2024-09-30,1,187,390,2,219.73,0.1,395.51
4622,2024-04-05,8,16,4,4,95.49,0.15,324.67
4623,2024-05-05,8,43,153,2,400.64,0.05,761.22
4624,2023-07-22,18,93,405,3,65.24,0.05,185.93
4625,2024-12-06,16,75,441,1,391.39,0.05,371.82
4626,2024-06-02,7,135,129,3,197.11,0.05,561.76
4627,2024-12-25,8,8,537,3,204.5,0.05,582.82
4628,2024-07-08,10,19,775,3,382.41,0,1147.23
4629,2024-03-23,11,71,138,2,353.51,0.15,600.97
4630,2024-12-26,14,139,901,1,243.05,0,243.05
4631,2024-11-03,16,176,301,1,140.84,0.1,126.76
4632,2024-04-09,6,19,938,1,382.41,0.1,344.17
4633,2025-02-03,1,33,889,4,109.68,0,438.72
4634,2024-10-11,7,174,901,5,18.78,0.15,79.81
4635,2024-08-19,10,27,639,5,330.89,0.15,1406.28
4636,2023-12-29,16,138,910,1,122.8,0.15,104.38
4637,2024-09-21,1,194,69,5,97.18,0.05,461.61
4638,2024-04-11,4,120,177,2,85.14,0.05,161.77
4639,2025-06-12,8,36,31,2,470.68,0.15,800.16
4640,2024-09-10,3,74,873,5,99.16,0.15,421.43
4641,2025-04-01,6,145,370,3,289.36,0.1,781.27
4642,2025-04-25,9,43,845,3,400.64,0.05,1141.82
4643,2023-11-04,8,113,433,4,194.47,0,777.88
4644,2024-01-17,1,31,496,1,438.85,0.1,394.97
4645,2024-04-23,6,80,284,4,403.71,0.1,1453.36
